Unnamed: 0,Date,Country,Local,Industry_Sector,Accident_Level,Potential_Accident_Level,Gender,Employee_type,Critical_Risk,Description,Cleaned_Description,Original_Description_Length,Cleaned_Description_Length
226,2016-09-12,Country_01,Local_11,Others,III,IV,Female,Employee,Others,"In the city of Conchucos, of Ancash, participating in a patronal feast, representing the company, was mounted on a horse as part of the ceremony throwing fruits and toys to the people attending this public event, the noise of the materials pyrotechnics and people trying to collect the gifts caused the horse in front and very close to her horse to be frightened and kicked back hitting the lower limbs.",city ndash national feast company mount horse ceremony throw fruit people attend public event noise material people collect gift cause horse close horse frighten kick low limb,70,27
227,2016-09-13,Country_02,Local_05,Metals,I,II,Male,Employee,Suspended Loads,"employee was removing the strap from a chemical container as it projected toward him reaching his lower lip and anterior chest, the strap was contaminated with caustic soda and caused a 1st degree burn.",employee remove strap chemical container project reach lip anterior chest strap caustic soda cause degree burn,34,16
228,2016-09-15,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",cut vegetation open bite sickle assistant strike vine twice diana rupture branch project face auxiliary cause upper lip,40,18
229,2016-09-17,Country_01,Local_06,Metals,I,II,Male,Third Party,Pressed,"On September 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the G2142 debarking machine, the bearing assembly is made on the anode cleaning roller; When fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. The worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the Medical for review.",preventive depart machine bear assembly anode clean roller fitting bear final position staff chief pound rope position bear worker place leave hand near head chief splinter embed proximal thumb left hand supervisor evacuate medical review,95,35
230,2016-09-16,Country_02,Local_05,Metals,II,IV,Male,Employee,Pressurized Systems,"Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.",employee report monitor existence wormhole tubing thermal recovery boiler ustulation area window strike projection heated reach face right forearm,43,19
231,2016-09-20,Country_03,Local_10,Others,I,I,Male,Third Party,Fall,"Collaborator around 9:00 AM, cleaning the leaves of the return well of the 5021 borehole BRAPDD 0183 slipped on the canvas that was on the edge of the well, hitting the right side of the back against the metal structure of the mud-swathed box causing a slight excoriation. The employee was referred to the local hospital, medicated and released for the activities.",clean leave return wormhole brand slip canva edge right metal structure watch cause slight employee refer local hospital dedicate release activity,62,21
232,2016-09-20,Country_02,Local_05,Metals,I,II,Male,Third Party (Remote),Blocking and isolation of energies,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",employee perform blower residual water projection occur face attempt remove injure person contact glove right cause irritation,38,17
233,2016-09-20,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"The lubricating technician Alfredo made the oil filling to the reducer D-100, in which, he notices an oil leak (tearing) between the connection of the hose and the reducer, correcting the leak. Once the work is finished, he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes to the medical center where he was treated.",d notice leak tear connection hose reduce correct leak work finish lubricant workshop remove glove observe hand affect contact surface medical center treat,71,23
234,2016-09-21,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"During the maintenance of the access, at the moment the assistant places the mini split set in the adapter, the clamp - which was locked - returns to its initial position hitting the collaborator's hand causing the described injury. At the time of the accident the team was in a sustained area, the arm of the jumbo was at a height of 0.80m from the floor and the employee was wearing rubber gloves.",access moment assistant place mini split adapter clamp locked return initial position hand cause described injury time accident team sustain area jumbo height floor employee wear rubber glove,73,28
235,2016-09-21,Country_02,Local_05,Metals,II,III,Male,Third Party,Manual Tools,"Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke, reaching its hand causing a blunt cut.",employee prepare rice type swimmer stir inside pressure cooker cable break reach hand cause blunt cut,28,16
236,2016-09-22,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,operator bolster ladder height rest platform floor level slip balance handball operator door time event injure person s,56,18
237,2016-09-22,Country_01,Local_06,Metals,I,III,Male,Employee,Others,"The technician Operator when heading towards the zone of lifting containers of dust of zinc in the Section 50, uses a space between base of tranquera and sardinel, slipping in the edge and raspándose left side of thorax. He was treated at the medical center with local treatment, returning to his work area.",technician operator head zone lifting container dust zinc section space base tranquera cardinal slip edge raspandose leave thorax treat medical center local treatment return work area,53,26
238,2016-09-27,Country_01,Local_06,Metals,I,II,Female,Third Party,Pressurized Systems,"At 14: 55h on 27 September, a worker from Confipetrol carried out industrial cleaning of the outside of the acid reduction tank D2055, to check the progress of the helmet mask; moment that hose pipe was released that was secured with pressure clamp (for water and air), impacting lips",h worker carry industrial cleaning outside acid reduction tank check progress helmet mask moment pipe release secure pressure clamp water impacting lip,49,22
239,2016-09-29,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",torre perform pipe cx moment marco lift pipe spike seat pipe impact worker safety guard,44,15
240,2016-09-30,Country_01,Local_04,Mining,I,I,Male,Employee,Others,"Being at 11:00 a.m. approximately the mechanic was removing the last bolt of the 6 ""nipple in the pump 4115 (lime feeder), reactive area, the mechanic is positioned slightly flexing the legs and performs upward force with both hands, in that moment feels a pain and a spume in the right thigh. The mechanic is evacuated with the help of his colleagues to the medical post.",mechanic remove bolt nipple pump lime feeder reactive area mechanic position slightly flee perform upward force hand moment feel pain space right thigh mechanic evacuate help colleague medical post,66,29
241,2016-10-01,Country_01,Local_04,Mining,II,III,Male,Third Party,Others,"Being 10:50 a.m. approximately, in the maintenance workshop of the E.E Unicon, in circumstances that two mechanical technicians placed the protective plate (30 kg.) of the Mixkret 111 fuel tank, At the moment of attempting to bolt this protective plate it slips from the hands of one of them falling directly on the instep of the left foot, causing the injury described.",workshop e union mechanical place protective plate minaret fuel tank moment attempt bolt protective plate slip hand fall directly instead leave foot cause injury describe,62,25
242,2016-10-03,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"Being 5:15 a.m. in the N. in the NV 1710 CX 018, the mixkret operator was washing the mixkret 116 with a hose with water under pressure, it is necessary to change the location; from the right side to the left and He proceeds to pull the hose then slips and feels that the left foot bends.",cx minaret operator washing minaret hose water pressure necessary change location right leave proceed pull slip feel leave foot bend,57,20
243,2016-10-03,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed,"After carrying out the supply operation of the zinc powder container using the crane to move it, the employee closed the lower lock of this same container and when making the movement to push the lock made an excessive effort with the thumb of the right hand, causing sprain.",carry supply operation zinc powder container crane employee close lock container make movement push lock excessive effort thumb right hand cause strain,49,22
244,2016-10-03,Country_02,Local_08,Metals,I,II,Male,Employee,Pressed,During the withdrawal of cathode sample the employee came to press the finger with the tool that cuts the sample.,withdrawal cathode sample employee come press finger tool sample,20,9
245,2016-10-03,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"At the intersection of level 3970 - main road and access to the south ramp, the collaborator, after having freed the tube 2 inches in diameter from the gable, descended holding the pipe on the fourth step of a telescopic aluminum ladder (approximately at 1.20 meters from the floor) at which point another clamping point in the gable is lifted by lifting the tube which pulls the worker causing him to lose balance and fall from a height of 1.20 meters. The described injury occurring.",level main road access south ramp having free tube inch diameter gable descended hold pipe step telescopic aluminum ladder meter floor point camping point gable lift lifting tube pull worker cause lose balance fall height meter describe injury occur,85,39
246,2016-10-04,Country_03,Local_10,Others,III,III,Male,Employee,Others,"In the probe 5068 bore BAPDD00146, around 15:00 hours, the polling assistant Luciano da Silva performing the maneuver of descending rods, led the rod to the gutter, but this when not leaning suitably came to escape the gutter returning toward the easel. His hand had slipped and his little finger was between the rod and the easel. Realizing that the shaft had returned, he released it. immediately, but his little finger was partially hit by the rim of the rod against the easel resulting in a cut. The auxiliary was taken to hospital and attended to, the wound resulted in 5 points and the was released for administrative activities.",probe bore base polling assistant lucia silva perform maneuver descend lead gutter lean suitably come escape gutter return ease hand slip little finger ease realize shaft return release little finger partially rim ease result auxiliary take hospital attend wound result point release activity,109,43
247,2016-10-08,Country_01,Local_04,Mining,II,II,Male,Third Party,Others,"At the offices of Incimmet, in circumstances that an environment was being set up to place cleaning materials, a wooden strip was placed between the staircase structure and the container, this strip was not cut to size, so the accident victim He coordinated with his partner to put it under pressure using a hammer while holding with his right hand the frame, this pressure placed strip pushed to that side of the container creating an opening between the corrugated iron and the wall, at that time, continuing to hit the ribbon, This falls causing the wall of the container to return to its initial position, pressing the tip of the little finger of the right hand against the corrugated iron causing the accident.",office incimmet place clean material wooden strip place staircase structure container strip size accident victim partner pressure hammer hold right hand frame pressure place strip push container create opening corrugate iron wall time continue ribbon fall cause wall container return initial position press little finger right hand corrugate iron cause accident,123,51
248,2016-10-10,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others,"In the area of ​​equipment inspection, while the staff of the Atenuz EE, trying to remove the hydraulic hammer safety locks of the excavator, the mechanical lubricator holds with his right hand a hat-type chisel while the equipment mechanic hit the chisel with a 2-pound rubber bump to remove the safety, at which point one of the blows falls on the edge of the hat-type protector, causing it to slip and strike the fourth finger of the lubricant mechanic's right hand generating the described injury. At the time of the accident, the lubricator mechanic had put on the gloves type pad.",area equipment inspection staff avenue remove hydraulic hammer safety lock excavate mechanical lubrication hold right hand type chief equipment mechanic chief pound rubber bump remove safety point blow fall edge type protector cause slip strike fourth finger lubricant mechanic right hand generate describe injury time accident lubrication mechanic glove type pad,101,51
249,2016-10-10,Country_01,Local_04,Mining,III,IV,Male,Employee,Others,"Being approx. 23:45 hrs. Mr. Eliseo secondary crushing operator, when retiring to his snack, finds the gate of the chute of strip 6 open, and when approaching to close the gate, in that At that moment, the operator Mr. Samuel who was on the upper platform, coordinates with the operator of the control room the start of strip 6-1, at that moment the start-up product projects a particle (10x6x5cm) impacting on the flange of the gate and projecting to towards the height of the lenses and respirator of Mr. Eliseo.",approx else secondary crush operator retire snack find gate chute strip open close gate moment operator upper platform operator control room start strip moment start product project particle impact lange gate project height lense respiratory else,90,36
250,2016-10-11,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,employee clean near area pneumatic conveyor drop sulfur acid upper lip,25,11
251,2016-10-13,Country_02,Local_02,Mining,II,II,Male,Third Party (Remote),Others,"Employee assisted in the support of the gate, while the other the tying of the canvas in the frame, and by pressing the rope so that the canvas stretched, the metal structure moved, coming out of the wooden support, falling and striking against the employee's face, causing a cut in the right superciliary.",employee assist support gate canvas frame press rope canvas stretch metal structure move come wooden support fall strike employee face cause right,53,22
252,2016-10-13,Country_01,Local_03,Mining,III,IV,Male,Employee,Others,"In phase I, the operator carried out the removal of inchancanbles of the reciprocating feeder, while removing a split set with the support of a rope, the staff supports the left hand on the structure of the protection against falling, it is at this moment that another split set comes out together with the load and hits on the distal phalanx of the fifth finger of the left hand, generating the described injury.",phase operator carry removal feeder remove split support rope staff support leave hand structure protection fall moment split come load distal phalanx finger leave hand generate describe injury,73,28
253,2016-10-18,Country_01,Local_03,Mining,IV,IV,Male,Third Party,Others,"In circumstances that the assistant of mine was arranging to advance the hose of flexible nylon of 1 ""of diameter, to proceed with the watered of shot fired, positioning itself under a zone with the support deteriorated by the last blasting, moment in which it gives off a block of rock (25cmx10cmx5cm; 3.5 Kg) of the roof of the work of a height of 5.2 meters which when falling hits by rebound in the left leg of the collaborator causing the described injury.",assistant arrange advance hose flexible nylon diameter procee water shot fire zone support blast moment give block rock work height meter fall rebound leave cause described injury,83,27
254,2016-10-18,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"Inside mine during the diamond drilling of a positive 15 ° drill, in moments when the control tube was rescued with the fisherman, the winch cable breaks untimely developing a whiplash effect and impacting on the left hand of the drilling assistant causing the described injury. At the time of the accident the drilling assistant was on the platform at 1.0m from the frame and was using his Hycron-type safety gloves.",inside diamond drill positive control tube rescue fisherman winch cable break untimely develop whiplash effect impact left hand drill assistant cause described injury time accident drill assistant platform frame hydro type safety glove,71,33
255,2016-10-20,Country_02,Local_05,Metals,I,III,Male,Employee,Pressurized Systems,"As the employee cleaned the thermal recovery boiler using an air boom, the hose loosened from the pipe connection, drawing a jet of compressed air toward his right ear, causing impact noise.",employee clean thermal recovery boiler boom worsen pipe connection draw compress right cause impact noise,32,15
256,2016-10-23,Country_02,Local_02,Mining,II,IV,Male,Employee,Others,"In the activity of loading of explosives in front of level 326 GTS, there was a fall of a Rock fragment reaching right arm of the Blaster causing a cut-blunt.",activity loading explosive level fall rock fragment reach right plaster cause blunt,30,12
257,2016-10-24,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"In circumstances that the mechanical technician and his work colleague arranged to accommodate the spare (Rollover) of the Small 02 on the platform of the cart on the floor, the two squat collaborators decide to push one on each side, at which time one edge of the Rollover imprisons the third finger of left hand against the handle of the cart on the right side, causing the wound on the third finger left hand. At the time of the accident both employees used their respective gloves.",mechanical technician work colleague arrange spare rollover small platform cart floor squat decide push time edge rollover imprison finger left hand handle cart right cause wound finger leave hand time accident employee respective glove,86,34
258,2016-10-26,Country_01,Local_01,Mining,III,IV,Male,Employee,Others,"Once the ore loading in the LT-30 locomotive was completed; the penultimate car derails (7th car), by the presence of fragment of rock in the railway line, (weight of the car with mineral 8 tons), and to get it back on track the mining car, the victim makes use of a metal tube (length 1.20 meters and 4 ""diameter) to maneuver and reposition the mining car; at that moment the metallic tube loses stability and imprisons the victim's hand against the strut of the mining car. The collaborator at the time of the event towards the use of his leather gloves.",ore load locomotive complete derail presence fragment rock railway line weight mineral track mining victim make metal tube length meter diameter maneuver deposition mining moment metallic tube lose stability imprison victim hand strut mining time event leather glove,101,38
259,2016-10-27,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",time heavy equipment operator equipment check right headlight defective scooptram position position leave slide cause heavy equipment operator fall height cm,49,21
260,2016-10-29,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"In the Alimak chimney of level 2440, the alimakero driller and his assistant are positioned in the main cage with guard heads and proceed to perform the rock untie at the top of the chimney, it is at this time that the teacher perceives a spark of rock in the top and communicates to the assistant so that this prevented, when falling the rock of 1.0x0.80x0.20 m on the guard heads is fragmented and one of the fragments fall on the chain and rebound rubs the operator's right hand generating the described injury.",level drill assistant position main cage guard head proceed perform rock until chimney time teacher perceive spark rock assistant prevent fall rock x guard head fragment fragment fall chain rebound operator right hand generate describe injury,93,36
261,2016-10-29,Country_02,Local_08,Metals,IV,IV,Male,Employee,Pressed,"In the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate in the correct position, the plate arm pressed the back of the right hand against the structure of the easel",activity place board rack exchange fabric filter plate inclined plate correct position plate press right hand structure ease,47,18
262,2016-11-04,Country_01,Local_03,Mining,IV,V,Male,Employee,Others,"When observing the pulp overflow of the overflow reception drawer of the thickener, the filter operator approaches to verify the operation of the C7-26 pump, making sure that it was stopped. So press the keypad to start the pump and not getting the start, proceeds to remove the guard and manipulates the motor - pump transmission strips, being left hand imprisoned between the pulley of motor and transmission belt",observe pulp overflow overflow reception drawer thicken filter operator approach verify operation pump making sure stop press keypad start pump start proceed remove guard motor pump strip leave hand imprison pull motor belt,69,33
263,2016-11-08,Country_01,Local_04,Mining,I,IV,Male,Employee,Others,"Mr. Eriks after having completed the change of guide pole in the conveyor belt 7-1, the collaborator moved to the other side of the belt to remove the tecl, passes under the stairs without getting to observe that in that moment the collaborator Jhon dropped an inchancable of a weight approx. of 15 kg. From the entrance platform to the chute of discharge, at a height of 1.80 meters, the iron grazed him on the forearm, finally hitting his left foot at the height of the instep.",mr erik having complete change guide pole conveyor belt move belt remove tell pass stair observe moment john drop weight approx entrance platform chute discharge height meter iron graze forearm finally left foot height instead,87,35
264,2016-11-08,Country_02,Local_08,Metals,I,II,Male,Employee,Others,"When igniting the furnace 07 of the battery I, there was reflux of hot gas, reaching the face of the employee.",ignite furnace battery reflux gas reach face employee,21,8
265,2016-11-11,Country_01,Local_06,Metals,IV,IV,Male,Employee,Others,"Approximately at 02:10 a.m. Mr. Wilmer approaches the C150 drying tower for the placement of a blanket, to cover the entrance manhole of the tower; at that moment the manhole cover resting on the railing slides, impacting on his right leg.",mr silver approach tower placement blanket cover entrance mantle tower moment mantle cover rest rail slide impact right leg,41,19
266,2016-11-13,Country_01,Local_06,Metals,I,II,Male,Employee,Plates,"Being the 01:30 hrs, After the cathode goes through the pre estriping, the sheets are detached and bend to the cathode of its position, the operator with the assistant lift the cathode by the head to position it in the tranfer at that moment the detached sheet exerts pressure on the cathode hitting the palm of the left hand of the operator with the head and the transfe, activity is paralyzed and the collaborator is referred to the medical post by the head of the guard.",hrs cathode striking sheet detach bend cathode position operator assistant lift cathode head position transfer moment detach sheet exert pressure cathode palm leave hand operator head transfer activity paralyze refer medical post head guard,86,34
267,2016-11-19,Country_01,Local_04,Mining,III,IV,Male,Third Party,Others,"The workers: César (injured) and Nilton receive the order of their immediate supervisor Román to carry out the assembly activity of a brace (length 4.60 m, approximate weight 50 Kg) of the structure of the Nro belt. 2, said collaborators lift the brace and approach it to the installation point, leaving one end on the ground and the other resting on the corner of the pedestal (approximate height of 40 cm). After carrying out the planning of the work, the injured person lifts the end part that was on the floor to turn and position it for assembly, at that moment the other end falls generating the imprisonment of the fingers of the left hand. Staff is taken to the medical center by the supervisor.",worker cesar injure receive order immediate supervisor roman carry assembly activity brace length weight structure belt lift brace approach point leave ground rest corner pedestal height carry plan work injure person lift floor turn position assembly moment fall generate finger leave hand staff take medical center supervisor,125,47
268,2016-11-21,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"In the region of Povoado Vista - Martinópole - CE, the employee Fábio de Vieira performed soil collection activities in the field, together with the auxiliaries Manoel da Silva and Diassis do Nascimento, when around 10:00 am, when crossing a fence his glove was attached to the wire and his body projected forward causing a slight twist of the left wrist. The team traveled to the city of Granja and the employee was referred to the hospital for consultation. The doctor did not diagnose a fracture, prescribing remedy for local pain and ice packs. By medical evaluation the employee can carry out his activities normally.",region povoado employee perform soil collection activity field manuel silva classis nascimento cross fence glove attach wire body project forward cause slight twist leave wrist team travel city grand employee refer hospital doctor diagnose fracture remedy local pain pack medical evaluation employee carry activity normally,105,45
269,2016-11-23,Country_01,Local_06,Metals,I,IV,Male,Employee,Others,"The operator when descending by ladder of sailor of 6 steps, falls to the floor going down of the 3er. step, falling on his back and hitting his head. The worker used the chin strap with the helmet, a safety element that reduced the injury from the blow. He was treated at the medical center with local treatment, referred to the Clinic for re-evaluation.",operator descend ladder sailor step fall floor er step fall head worker helmet safety element reduce injury blow treat medical center local treatment refer clinic evaluation,64,26
270,2016-11-23,Country_01,Local_04,Mining,I,II,Male,Employee,Others,"Being approx. 3:10 a.m. Mr. Denis made the mesh placed in a ventilation plug up a ladder, while trying to do a wire tie, suddenly had an imbalance due to the manipulation of tools falling from the third step, propiciándose a blow in the right knee and a wound of the wrist of the right hand. Later he was evacuated to the post where he received first aid.",approx denis mesh place plug ladder wire suddenly imbalance tool fall step blow right knee wound wrist right hand later evacuate post receive aid,68,24
271,2016-11-25,Country_02,Local_07,Mining,I,II,Male,Employee,Others,The employee reports that upon initiating 615 RLC front loading activity while performing the emulsion preparation for use there was a displacement of a small rock fragment from the ceiling reaching his left forearm,employee report initiate loading activity perform emulsion small rock fragment ceiling reach left forearm,34,14
272,2016-11-28,Country_01,Local_03,Mining,I,I,Male,Third Party,Others,"in Level 2900 dining room, the collaborator finished washing tabolas (food containers) of dimensions 52 cm x 30 cm x 20 cm, proceed to order them by pinking the thumb of the right hand in the corner of the aluminum tabola, generating the lesion. The employee at the time of the accident did not have safety gloves.",level dining room finish washing table food container dimension cm proceed order link thumb right hand corner aluminum tabla generating lesion employee time accident safety glove,57,26
273,2016-11-29,Country_02,Local_08,Metals,II,III,Male,Employee,Others,"During the exchange of the shock-bearing housing, the employee used a sledgehammer to hit the pipe. At this stage of the activity the hammer hit the stepladder that was very close, coming to (hand tool) to be projected onto the left hand thumb, which was holding the piece.",exchange shock bear housing employee pipe stage activity hammer stepladder close come hand tool project left hand thumb hold piece,48,20
274,2016-11-30,Country_01,Local_03,Mining,I,II,Male,Third Party,Others,"After the welder completed the welding work to reinforce the forms in the deepening, he walked towards the distant truck at about 40 mt, at which point the welder stepped on a fragment of rock of 5 cm x 10cm x 5cm approx. which generates that the foot flexes and generates the injury in the worker.",elder complete welding work reinforce form deepen walk distant truck point elder step fragment rock cm approx generate foot flee generate injury worker,56,23
275,2016-12-01,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",activity chute hopper operator locomotive park equipment hopper fill moment blow release load flow suddenly appear presence rock fragment personnel direction flow cover mud,66,24
276,2016-12-01,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",activity chute hopper operator locomotive park equipment hopper fill moment blow release load flow suddenly appear presence rock fragment personnel direction flow cover mud,66,24
277,2016-12-01,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"During the activity of chuteo of ore in hopper OP5; the operator of the locomotive parks his equipment under the hopper to fill the first car, it is at this moment that when it was blowing out to release the load, a mud flow suddenly appears with the presence of rock fragments; the personnel that was in the direction of the flow was covered with mud.",activity chute hopper operator locomotive park equipment hopper fill moment blow release load flow suddenly appear presence rock fragment personnel direction flow cover mud,66,24
278,2016-12-08,Country_01,Local_01,Mining,I,IV,Male,Employee,Suspended Loads,"At times when four mechanics performed the removal of a (1TM) engine on a positive slope using a key and a tyrfor, at the time that the 1st welder tightened the key (12 Kg of weight) when pulling the chain the eyebolt that held the Click on the roof of the work is broken transversely causing the fall of the key hitting the helmet of the welder mechanic causing cervical contracture. The tirfor was used during the activity as a second protection to prevent the engine from falling.",time mechanic perform removal engine positive slope terror time elder tighten weight pull chain eyebolt hold click roof work break cause fall hit helmet elder mechanic cause cervical mirror activity protection prevent engine fall,88,34
279,2016-12-08,Country_01,Local_01,Mining,I,III,Male,Third Party (Remote),Others,"At times when four employees lowered a metal sheet (1.5mx1.8m; m 80Kg) towards the floor from a height of 20 cm., The assembly assistant does not timely remove the hand, trapping his ring finger between the iron and loose earth causing a contusion on his ring finger. The collaborator at the time of the event to use their maneuver gloves.",time employee lower metal sheet m height assembly assistant timely remove hand trap ring finger iron loose earth cause confusion ring finger time event maneuver glove,60,26
280,2016-12-09,Country_02,Local_02,Mining,II,III,Male,Third Party (Remote),Others,"During the withdrawal of the metal form support screw in the Inside of well 2, when the bolt of the chain holder was loosened, the employee and a helper exerted force on the combination wrench, when the bolt came to loosen immediately, pressing the ring finger of the employee's right hand against the support.",withdrawal metal form support screw inside bolt chain holder worsen employee helper exert force wrench bolt come loose press ring finger employee right hand support,54,25
281,2016-12-10,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"At 18:40 hours, in moments when Mr. Claudio tipper operator readjusted the nuts of the rear tire on the right side of his vehicle, using a wheel wrench and a tube as an extension to generate greater force of torque; which was Mr. Wilber held him in his back; suffers a contusion in the palm of the right hand as the extension to his partner slips from his hands.",mr operator adjust nuts rear tire right vehicle wheel wrench tube extension generate great force torque hold suffer confusion palm right hand extension partner slip hand,69,26
282,2016-12-12,Country_02,Local_08,Metals,I,II,Male,Employee,Others,"When entering the caustic soda containment basin to place the hose to make the suction, at this stage there was steam formation, striking the employee in the right and left calf.",enter caustic soda basin place hose suction stage steam formation strike employee right leave calf,31,15
283,2016-12-13,Country_02,Local_02,Mining,I,II,Male,Third Party (Remote),Others,"During the activities of revegetation of the slopes of the pit pit II, the employee hitting the sledgehammer on the rods for installation of the lifeline, it hit his right leg, causing a slight excoriation.",activity slope employee rod lifeline right cause slight,35,8
284,2016-12-12,Country_01,Local_04,Mining,III,III,Male,Employee,Others,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.",perform doesn equipment hammer repair employee remove suspend support pound rope moment receive blow brace bolt cause splinter release expelling impacting left limb cause metal embed notice,58,27
285,2016-12-12,Country_02,Local_05,Metals,I,II,Male,Third Party (Remote),Others,"Employee reports that he performed an activity in the area of ​​the Ustulación, under the coordination of Maintenance when he was hit by dust from the ustulado, causing irritation in the eye region.",employee report perform activity area ustulacion dust ustulado cause irritation region,33,11
286,2016-12-13,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"On December 13, the accessories coupling (gun - hose) of the high pressure pump (BAP) was made to clean the demister of the cooling tower G2172. carrying out the complete coupling, they turn on the BAP to start with the start test, at that moment the hose comes off the gun and hits Mr. Emerson who was holding the gun.",couple hose high pressure pump clean register cool tower carry complete coupling turn start start test moment come hit emerson holding gun,60,22
287,2016-12-15,Country_02,Local_05,Metals,I,III,Male,Employee,Others,"Employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.",employee report return anode ease bump ease come swing right shoulder cause cruise,29,13
288,2016-12-15,Country_01,Local_03,Mining,III,IV,Male,Third Party,Others,"happened?): During the maintenance of the Bolter equipment; the collaborator uses a carpenter's hammer to be able to remove a link in the chain of advance the drilling machine, in moments that hits on the side of the chain, the partner hits the structure of the beam diverting the path of the hammer causing it to strike his left hand.",happen bolster equipment able remove link chain advance drilling machine moment chain partner structure beam divert path hammer cause strike leave hand,60,22
289,2016-12-16,Country_02,Local_08,Metals,I,II,Female,Third Party,Others,"The maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room B.",walk area stumble fell bathroom room b,18,7
290,2016-12-19,Country_01,Local_04,Mining,I,III,Male,Employee,Others,"In circumstances that the operator performed the lifting of an 8-inch vitaulic pipe, this is imprisoned in the structure of the railing of the truck, instants that pushes the pipe with the right hand this returns to its initial position hitting the middle finger of the employee causing a bruise",operator perform lift inch italic pipe imprison structure rail truck instant push pipe right hand return initial position middle finger employee cause cruise,50,23
291,2016-12-23,Country_01,Local_04,Mining,II,IV,Male,Third Party,Others,"When performing the movement of the bar to make room and place a calibrator. Mr. Chuquillanqui pushes the bar with both hands turning it, being at that moment imprisoned the middle finger of the left hand against the other bar that was ahead.",perform movement room place calibration push hand turn moment imprison middle finger leave hand ahead,43,15
292,2016-12-22,Country_02,Local_05,Metals,I,II,Male,Third Party,Others,"Employee reports that he performed soldering activity when he was hit in the eye region by dust that was found in the thermal insulation, causing irritation.",employee report perform wonder activity eye region dust find thermal insulation cause irritation,26,13
